UNIQ_ID,PARENT,FCODE,USG_GROUP,USG_CODE,USG_SP_NAM,USG_SP_NM_,USG_PRIORI,BLDG_ID,CMPLX_ID,CMLX_FCD,E_ORD,N_ORD,DATA_YEAR,PRDCT_VER
"53976208","0","223","20","5521",בית כנסת,Synagogue,"1","61065842","0","0",195034.74612699999,581338.78519400000,"0",
"53976209","0","223","20","5521",בית כנסת - יהלום,,"1","53073968","0","0",194674.91662700000,386106.21729399997,"0",
"53976212","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52595288","0","0",180015.03422700000,608509.47621400002,"0",
"53976220","0","223","20","5521",בית כנסת - הגדול נהורה,,"1","52575518","0","0",171810.52102700001,614521.54799400002,"0",
"53976221","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52834800","0","0",135617.36302700001,568672.11379400000,"0",
"53976223","0","223","20","5501","בית חב""ד",Bet Chabad,"1","53103444","0","0",161986.46492699999,592914.13829399995,"2017",2018-04
"53976228","0","223","20","5521",בית כנסת - אהבת ישראל,Ahavat Yisra'el Synagogue,"1","53177803","0","0",160124.59242700000,591321.37609399995,"0",
"53967956","0","223","20","5521",בית כנסת - שערי שמים,Sha'are Shamayim Synagogue,"1","52837080","0","0",181615.12212700001,572958.79379400006,"0",
"54016495","0","223","20","5501",מקווה - כלות,,"1","53412715","0","0",180514.27622699999,574448.80439399998,"0",
"53975584","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","52952750","0","0",169025.31092700001,581572.69089400000,"2017",2018-04
"53975598","0","223","20","5521",בית כנסת - נתיבות שלום,,"1","53094508","0","0",179405.43852699999,574621.65749400004,"0",
"53975610","0","223","20","5521",בית כנסת - אורות ישראל,,"1","52830859","0","0",180413.58092700000,573958.74939400004,"0",
"53975615","0","223","20","5521",בית כנסת - תפארת ירושלים,,"1","52426937","0","0",220865.45602700001,633324.31649400003,"0",
"53976237","0","223","20","5521",בית כנסת - ליוצאי קווקז,,"1","52822471","0","0",178810.87812700000,574388.07519400003,"0",
"53976241","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52917651","0","0",166119.47492700000,586852.16309399996,"0",
"53975102","0","223","20","5521",בית כנסת - אהבת ציון,Ahavat Tsiyyon Synagogue,"1","53389437","0","0",163989.95742699999,580286.43509399996,"0",
"53975125","0","223","20","5521",בית כנסת - ירושלים,,"1","52955336","0","0",178382.01732700001,573476.19579400006,"0",
"53974968","0","223","20","5521",בית כנסת - תורת חיים,,"1","52916053","0","0",161576.63232700000,588912.18469400005,"2017",2018-04
"53974974","0","223","20","5521",בית כנסת - אוהל יצחק,Ohel Yits'hak Synagogue,"1","52770084","0","0",177528.34402700001,613021.96039400005,"0",
"53974135","0","223","20","5521",בית כנסת - ליוצאי בוכרה אור,,"1","64807988","0","0",193079.92812699999,544723.36229399999,"0",
"53974139","0","223","20","5521",בית כנסת - אהבת ישראל,Ahavat Yisra'el Synagogue,"1","52983769","0","0",181878.60282700000,573495.04179399996,"0",
"53974140","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52772386","0","0",177857.38752700001,608022.24559399998,"0",
"53974145","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53364777","0","0",170229.00652699999,609446.25309400004,"0",
"53974146","0","223","20","5501",מקווה - א,,"1","52838191","0","0",164130.78652699999,580706.98809400003,"0",
"53974147","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52427052","0","0",209590.04652700000,634499.95559400006,"2014",2015-07
"53968235","0","223","20","5500","מוסד דתי חב""ד מיתר",,"1","52842686","0","0",194522.38382700001,581221.51199399994,"0",
"53968236","0","223","20","5521",בית כנסת - שכונת רבין,,"1","53151800","0","0",193736.59042699999,581087.04589399998,"0",
"53968249","0","223","20","5521",בית כנסת - דרכי משה,,"1","53401125","0","0",161058.39902700001,592974.14159400004,"2017",2018-04
"53975651","0","223","20","5521","בית כנסת - חב""ד נר מנחם",,"1","53132555","0","0",202831.86242699999,552585.11159400002,"0",
"53975657","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52681923","0","0",170949.11212700000,611655.77119400003,"0",
"53975158","0","223","20","5521","בית כנסת - חסד אמת ע""ש רבי רפ",Rabbi Refa'el Elnekave Hesed Emet  Synagogue,"1","52199492","0","0",186391.23322699999,687921.70629400003,"0",
"53975173","0","223","20","5521",בית כנסת - עץ חיים,Ets Hayyim Synagogue,"1","52941910","0","0",161727.01732700001,592446.34139399999,"2017",2018-04
"53975174","0","223","20","5521",בית כנסת - מגן אברהם,Magen Avraham Synagogue,"1","52926861","0","0",154788.64362700001,592477.31159399997,"2017",2018-04
"54016405","0","223","20","5521",בית כנסת - אוהל ישראל,,"1","52702131","0","0",176444.75782699999,613618.16799400002,"0",
"53974409","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","53105135","0","0",190684.39512700000,677598.35129400005,"0",
"54016230","0","223","20","5521",בית כנסת - שמע ישראל,,"1","53039143","0","0",160030.98532700000,591448.55129400000,"0",
"54016290","0","223","20","5521",בית כנסת - עטרת שלמה,,"1","52824798","0","0",178514.75872700001,574645.32539400004,"0",
"53967396","0","223","20","5521",בית כנסת - עץ חיים,Ets Hayyim Synagogue,"2","53112701","0","0",185161.36712700000,666282.07979400002,"0",
"53967406","0","223","20","5521",בית כנסת - פאר,,"1","52732436","0","0",220495.37832700001,629941.77279399999,"0",
"53975670","0","223","20","5521",בית כנסת - רבי ישועה ללום,,"1","53422864","0","0",177275.29302700001,573817.81979400001,"0",
"54016522","0","223","20","5521",בית כנסת - מסילת ישרים,,"1","51874332","0","0",196598.68642700001,719106.07039400004,"0",
"53975697","0","223","20","5521",בית כנסת - אור אבינו,,"1","52933565","0","0",179030.87272700001,570347.76509400003,"0",
"53975701","0","223","20","5521",בית כנסת - האור הגנוז,,"1","52814138","0","0",160996.28612700000,592359.68869400001,"0",
"53975703","0","223","20","5521",בית כנסת,Synagogue,"1","52955641","0","0",155622.73142699999,568044.10679400002,"0",
"53975191","0","223","20","5521",בית כנסת - שערי שמים,Sha'are Shamayim Synagogue,"1","53082773","0","0",203550.44242700000,553837.84559399995,"0",
"53975246","0","223","20","5521",בית כנסת - מקור הנחל,Mekor HaNahal Synagogue,"2","52687632","0","0",211031.73052700001,623301.25629399996,"2014",2015-07
"54016413","0","223","20","5521",בית כנסת - אוהל יעקב,Ohel Ya'akov Synagogue,"1","52788877","0","0",163613.99262700000,579910.52839400002,"0",
"53975208","0","223","20","5501","בית חב""ד",Bet Chabad,"1","52624721","0","0",161336.45922700001,604292.16059400002,"0",
"53966365","0","223","20","5521",בית כנסת - שבת אחים,Shevet Ahim Synagogue,"1","52931956","0","0",178826.22502700001,573209.60629400006,"0",
"54014169","0","223","20","5521",בית כנסת - ברית שלום,,"1","53416916","0","0",160615.31602699999,604842.43779400003,"0",
"53966380","0","223","20","5521",בית כנסת,Synagogue,"1","53081914","0","0",202715.06562700000,552607.67229400005,"0",
"53967821","0","223","20","5521",בית כנסת - רשבי אור הגנוז,,"1","53122723","0","0",203202.12912699999,553252.09809400002,"0",
"54013989","0","223","20","5521",בית כנסת,Synagogue,"1","51906094","0","0",241317.15302699999,742415.12849399995,"0",
"53967672","0","223","20","5521",בית כנסת - מכון שלום ורעות,,"1","52381438","0","0",183437.17322699999,651949.91539400001,"0",
"53975738","0","223","20","5521",בית כנסת - החדש משכן עזרא,,"1","53030095","0","0",193633.44912700000,544383.82539400004,"0",
"53975227","0","223","20","5521",בית כנסת - עץ החיים,Ets HaHayyim Synagogue,"1","53067274","0","0",194950.82062700001,386475.10559400002,"0",
"53975231","0","223","20","5521",בית כנסת - היכל ישראל,,"1","52687416","0","0",178484.39262699999,613435.31219400000,"0",
"53975234","0","223","20","5521",בית כנסת - עץ חיים,Ets Hayyim Synagogue,"1","52883830","0","0",181249.91032699999,573742.77279399999,"0",
"53967855","0","223","20","5521",בית כנסת - היכל נתנאל,,"1","51845711","0","0",200253.12522700001,746100.43989399995,"0",
"53968118","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52738700","0","0",189403.68202700000,621765.09139399999,"0",
"54014827","0","223","20","5521",בית כנסת - המרכזי אפרודר,,"1","52428082","0","0",158970.59422699999,620692.78939399996,"0",
"53968133","0","223","20","5521",בית כנסת - כתר ציון,,"1","52401927","0","0",214270.11792700001,633201.53559400002,"0",
"53967982","0","223","20","5521",בית כנסת - אורות,,"1","52458757","54452960","252",213682.97952699999,633349.95399399998,"0",
"53967988","0","223","20","5501","מרכז תורני מוהרי""ל אשלג",MoHaRIL AShLaG Religious Center,"1","52312227","0","0",184056.17502699999,665856.19489399996,"0",
"53967997","0","223","20","5521",בית כנסת - שבת אחים,Shevet Ahim Synagogue,"2","51797496","0","0",209277.87312700000,751187.60149399994,"0",
"53967998","0","223","20","5521",בית כנסת - שערי צדק,,"1","52328087","0","0",195711.48842700000,666866.45099399996,"0",
"53968256","0","223","20","5521",בית כנסת - קאלות,,"1","53371333","0","0",210140.23382699999,622102.51729400002,"0",
"53968269","0","223","20","5521",בית כנסת - אור החיים,Or HaHayyim Synagogue,"1","51802896","0","0",209463.19482700000,751357.07519400003,"0",
"54016533","0","223","20","5521",בית כנסת - כרמל מערבי,,"1","51899480","0","0",197860.37832700001,746079.50249400001,"0",
"53975756","0","223","20","5521",בית כנסת - תפילה למשה לעולי,,"1","53138384","0","0",178727.78102699999,574302.37099400000,"0",
"54016536","0","223","20","5521",בית כנסת - ישיבת ציון,,"1","53086296","0","0",193284.26532700000,543951.58679400000,"0",
"53975771","0","223","20","5521",בית כנסת - שער השמים,,"1","52752441","0","0",181559.52542699999,573920.06749399996,"0",
"53975774","0","223","20","5521",בית כנסת - בן עטר,,"1","53423470","0","0",203194.60712700000,553204.87909399997,"0",
"53975777","0","223","20","5521",בית כנסת - בית אליהו,,"1","52661654","0","0",158186.29842700000,620373.55729400006,"0",
"53975261","0","223","20","5521",בית כנסת,Synagogue,"1","53014081","0","0",180558.74112699999,573097.71169400006,"0",
"53975273","0","223","20","5501",מרכז הרבנות בני קפלן מצרפת,Beni Kaplan Rabbinate Center of France,"1","52999905","0","0",180817.45972700001,575244.41409400001,"0",
"53975283","0","223","20","5521",בית כנסת,Synagogue,"1","51910886","0","0",223211.16002700001,743306.72399400000,"0",
"53975288","0","223","20","5521",בית כנסת - רחמים וחיים,Rahamim VeHayyim Synagogue,"1","52688261","0","0",177915.01842700000,612927.71929399995,"0",
"53975290","0","223","20","5521",בית כנסת - תלפיות חביבה,,"1","53000166","0","0",178796.03812700001,574390.12779399997,"0",
"53968140","0","223","20","5521",בית כנסת,Synagogue,"1","53120977","0","0",192442.59292699999,681535.88279399998,"0",
"54014830","0","223","20","5521",בית כנסת,Synagogue,"2","52209375","0","0",189714.95502699999,692740.10299399996,"2014",2015-07
"53968143","0","223","20","5521",בית כנסת - כיסופים לציון,,"1","51800906","0","0",207581.21472700001,751037.22159400000,"0",
"54014831","0","223","20","5521",בית כנסת - תמכי צדק,,"1","64914485","0","0",206739.44752700001,750871.24739399995,"2014",2015-07
"53968147","0","223","20","5521",בית כנסת - נצח ישראל,Netsah Yisra'el Synagogue,"1","65046606","0","0",226178.09532699999,666099.41629400000,"0",
"53967275","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","52974966","0","0",180306.94772699999,573910.10769400001,"0",
"53967276","0","223","20","5521",בית כנסת - אור ציון,,"1","52355760","0","0",179441.15832700001,658059.49279399996,"2018",2018-04
"53968288","0","223","20","5501",מקווה - ו,,"1","53323491","0","0",167680.83432699999,633376.30389400001,"0",
"53968295","0","223","20","5521",בית כנסת - הראל,,"2","52555958","0","0",214190.03572700001,634127.32229399995,"0",
"54013898","0","223","20","5521",בית כנסת - רעים,,"1","53330917","0","0",159002.59972699999,618973.48709399998,"0",
"53967422","0","223","20","5521","בית כנסת - טוניסאי ע""ש רבי טי",,"1","53075948","0","0",203336.31572700001,553040.91169400001,"0",
"53967426","0","223","20","5521","בית כנסת - ע""ש זלמן בן אהרון",,"1","52832646","0","0",179192.53542700000,573514.44129400002,"0",
"53975787","0","223","20","5521",בית כנסת - אהבת חיים,,"1","52598318","0","0",193677.62882700001,634741.51489400002,"0",
"53975790","0","223","20","5521",בית כנסת - אגודת סגנלה,,"1","52210036","0","0",186735.71662699999,691057.71159399999,"0",
"53975797","0","223","20","5521",בית כנסת - שער מרדכי,,"1","53267532","0","0",192071.32102700000,690173.98279399995,"0",
"54016544","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52695445","0","0",175967.11672699999,609016.72969399998,"0",
"54016545","0","223","20","5521",בית כנסת - קבוץ גלויות,,"1","52119509","0","0",186413.89802699999,687451.50869399996,"0",
"53975809","0","223","20","5501",מקווה נשים - נהורה,,"1","53136342","0","0",171792.46332700000,614563.72779399995,"0",
"53975816","0","223","20","5521",בית כנסת - על שם רבי דוד משה,,"1","53063971","0","0",192845.17462700000,544284.81979400001,"0",
"53975819","0","223","20","5521",בית כנסת,Synagogue,"1","53378947","0","0",170911.69682700001,614723.09379399999,"0",
"53975300","0","223","20","5521",בית כנסת - ישועת ישראל,,"1","53311980","0","0",182790.84092700001,653005.72699400003,"0",
"53975309","0","223","20","5521",בית כנסת - אחוות מאיר,,"1","53091570","0","0",204002.27352700001,554083.22019400005,"0",
"53966399","0","223","20","5521",בית כנסת יגל יעקב,,"1","51829821","0","0",199709.14662700001,746338.56239400001,"2014",2015-07
"53966400","0","223","20","5501",מקווה - טהרת רחל,,"1","52863526","0","0",161822.16502700001,589753.02309399995,"2017",2018-04
"53966401","0","223","20","5521",בית כנסת - תפילת חנה,,"1","53157495","0","0",181593.07672700001,575875.11249400000,"0",
"53967450","0","223","20","5521",בית כנסת - משכן ישראל,Mishkan Yisra'el Synagogue,"1","52429879","0","0",179757.18472700001,636196.78119400004,"0",
"53967452","0","223","20","5521",בית כנסת,Synagogue,"1","51928052","54452682","255",209263.60212699999,740259.85609400005,"0",
"53967679","0","223","20","5521",בית כנסת - שוקדה,,"1","52907287","0","0",154814.24032700001,592448.83589400002,"2017",2018-04
"54013957","0","223","20","5521",בית כנסת - עולי אתיופיה,,"1","52669019","0","0",167015.82712700000,634806.66519400000,"0",
"53967693","0","223","20","5521",בית כנסת,Synagogue,"1","52730872","0","0",178805.58092700000,613666.18869400001,"0",
"53975828","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52629815","0","0",171048.24522700001,614671.70729399996,"0",
"53975854","0","223","20","5521",בית כנסת - אריאל,Ari'el Synagogue,"1","52849413","0","0",178677.12912699999,572650.68039400002,"0",
"53975861","0","223","20","5521","בית כנסת - ע""ש שלמה כהן",,"1","64951244","0","0",160175.01612700001,592518.95629400003,"2017",2018-04
"53975864","0","223","20","5521",בית כנסת - תיקון היסוד,,"1","53010664","0","0",176836.02492699999,657938.61299399997,"0",
"53975512","0","223","20","5521",בית כנסת - חיים מאיר,,"1","52006471","0","0",227848.37072700000,723671.14029400004,"0",
"53975528","0","223","20","5521",בית כנסת - זכור לאברהם,Zakhor Le'Avraham Synagogue,"1","53348359","0","0",223113.96882700000,638711.58959400002,"0",
"53967858","0","223","20","5521",בית כנסת - שערי אדגר,,"1","53411019","0","0",182492.02762700000,575739.97389400005,"0",
"54013999","0","223","20","5521","בית כנסת - בית תפילה ע""ש רבי",,"1","52825269","0","0",177316.72002700000,572911.46859399998,"0",
"54016562","0","223","20","5521",בית כנסת,Synagogue,"1","53057301","0","0",182079.90602699999,573682.16089399997,"0",
"54016563","0","223","20","5521",בית כנסת,Synagogue,"1","53358624","0","0",160807.26092700000,604981.35659400001,"0",
"53975886","0","223","20","5521",בית כנסת - בית יעקוב הגדול,,"1","52978924","0","0",161439.92492699999,592668.73749400000,"0",
"53975904","0","223","20","5521",בית כנסת,Synagogue,"1","52995595","0","0",182009.83302699999,576185.75369399996,"0",
"53975402","0","223","20","5521",בית כנסת,Synagogue,"2","51721172","0","0",249400.50292699999,767006.15799400001,"2014",2015-07
"53967878","0","223","20","5521",בית כנסת - גאולי תימן,,"1","53029494","0","0",194888.80782700001,385573.99259400001,"0",
"53968164","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53377256","0","0",173000.02512700000,613080.63539399998,"0",
"53968314","0","223","20","5521",בית כנסת - נצח,,"1","52552218","0","0",178268.97662700000,664143.61459400004,"0",
"53968317","0","223","20","5521",בית כנסת - יפה נוף,,"1","53361355","0","0",217535.13832699999,631688.87719399994,"0",
"54016575","0","223","20","5521",בית כנסת - זכרון קדושים,Zikhron Kdoshim Synagogue,"2","52325085","0","0",181749.70822700000,666391.46179400000,"0",
"54016468","0","223","20","5521",בית כנסת - רב ראובן,,"1","52408204","0","0",220794.00142700001,633170.05289399996,"0",
"53975460","0","223","20","5501",מקווה נשים - מרכז,,"2","52318884","0","0",184084.17012699999,666098.23029400001,"0",
"53967309","0","223","20","5521",בית כנסת - אוהל יצחק,Ohel Yits'hak Synagogue,"1","52447217","0","0",166763.26352700000,634949.31649400003,"0",
"53967312","0","223","20","5521","בית כנסת - הרמב""ם",HaRambam Synagogue,"1","53087730","0","0",193380.02042700001,385753.40299400000,"0",
"53967315","0","223","20","5521",בית כנסת - שיבולים,,"1","53397330","0","0",162726.52832700001,589555.31129400001,"2017",2018-04
"53968322","0","223","20","5521",בית כנסת,Synagogue,"1","53016975","0","0",166526.19182700000,634809.32349400001,"0",
"53968324","0","223","20","5521",בית כנסת - הצדיק האלקי,,"1","53099210","0","0",215856.40312700000,628992.73269400001,"0",
"53968325","0","223","20","5521",בית כנסת,Synagogue,"1","52318025","0","0",197091.62062700000,673190.58059400006,"0",
"53967467","0","223","20","5521",בית כנסת - ברכת יצחק,,"1","53435081","0","0",202699.62592699999,552238.45429400005,"0",
"53975950","0","223","20","5521",בית כנסת - בית ישראל,,"1","52863815","0","0",162479.21422699999,592555.64799400000,"0",
"53975970","0","223","20","5521",בית כנסת - מגן דוד,Magen David Synagogue,"1","52596473","0","0",166488.76322699999,634860.21409400005,"0",
"53975985","0","223","20","5521",בית כנסת,Synagogue,"1","52991024","0","0",239921.60362700000,732190.66939399997,"0",
"53975467","0","223","20","5521",בית כנסת - תהילת ציון,,"2","53360093","0","0",165818.87712700001,634114.61059399997,"0",
"54015168","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","52396785","0","0",219051.39022700000,629481.21979400003,"0",
"53969619","0","223","20","5521",בית כנסת,Synagogue,"1","52462197","0","0",219014.23132699999,636168.63589399995,"0",
"53969623","0","223","20","5501",מקווה - יג,,"1","52726925","0","0",164927.56892699999,632314.53019399999,"0",
"54015197","0","223","20","5521",בית כנסת - השבעה,,"1","52793718","0","0",198945.05642700000,628698.53459399997,"0",
"53969756","0","223","20","5521",בית כנסת,Synagogue,"1","52699676","0","0",155622.29292700000,597782.02789400006,"0",
"53969034","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52938588","0","0",161629.57122700001,588950.05899399996,"0",
"53968496","0","223","20","5521",בית כנסת - קול יעקב,,"2","52294935","0","0",185271.24302699999,665908.60149399994,"0",
"53968503","0","223","20","5521",בית כנסת - לינסק,,"1","52190622","0","0",185274.00292699999,664583.46329400002,"0",
"53968553","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53172096","65473547","254",201866.45372699999,645108.56959400000,"0",
"53968750","0","223","20","5501",מקווה - שביל האשל,,"1","52582922","0","0",199342.44002700000,629031.00569400005,"0",
"53968752","0","223","20","5521",בית כנסת - זכרון עולם,,"1","52438568","0","0",221045.20252699999,634018.15609399998,"0",
"53970039","0","223","20","5521",בית כנסת - אור תקווה,,"1","52862683","0","0",161363.47542700000,592597.47389400005,"0",
"53970045","0","223","20","5521",בית כנסת,Synagogue,"1","52508113","0","0",222006.04502699999,638358.92159399996,"0",
"53969071","0","223","20","5521",בית כנסת - אהל רענן יצחק,,"1","52185183","0","0",191822.43952700001,687718.37519399996,"0",
"53969072","0","223","20","5521",בית כנסת - פיסדנה,,"1","51821154","0","0",210144.59872700000,746237.64699399995,"0",
"53969073","0","223","20","5521",בית כנסת - שומר ישראל,,"1","52588723","0","0",167424.90142700000,633580.53349399997,"0",
"54015051","0","223","20","5521",בית כנסת - כתר תורה,Keter Tora Synagogue,"1","53306552","0","0",184291.60062700001,667068.40779400000,"0",
"53968557","0","223","20","5521",בית כנסת - חיי שלום,,"1","52429343","0","0",179464.69822699999,636376.62829400005,"0",
"54014926","0","223","20","5521",בית כנסת - עטרת חיים,,"1","52802083","0","0",198123.55792699999,627864.11119400000,"0",
"53968571","0","223","20","5521",בית כנסת,Synagogue,"1","65043848","0","0",220762.19482700000,628676.67419399996,"0",
"54014929","0","223","20","5525",כנסיה,Church,"1","52547231","0","0",222070.64162700000,630965.53659399995,"0",
"53968574","0","223","20","5525",כנסיה,Church,"1","52556986","0","0",221808.41662700000,631073.04979399999,"0",
"53968580","0","223","20","5521",בית כנסת - בית שלמה,,"1","52959779","0","0",220789.69992700001,628856.51349399996,"0",
"53968658","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","52525874","0","0",185573.91872700001,640234.87019399996,"0",
"53968615","0","223","20","5521",בית כנסת - שערי צדק,,"1","52563884","0","0",189128.54782700000,640726.48119399999,"2017",2018-01
"53968618","0","223","20","5521",בית כנסת - ישמח משה,,"1","52428692","0","0",199756.22822700001,624424.95989399997,"0",
"53968758","0","223","20","5501",מקווה - דקל,,"1","52738918","0","0",214952.57202699999,619119.37329400005,"0",
"53968759","0","223","20","5521",בית כנסת - שיבת ציון,Shivat Tsiyyon Synagogue,"1","52442853","0","0",185522.82292700000,640239.13939400006,"0",
"54014972","0","223","20","5521",בית כנסת - אוצרות החיים,,"1","52430815","0","0",167249.02412700001,634721.79009400005,"0",
"53970473","0","223","20","5521",בית כנסת - תולדות אברהם,,"1","52496674","0","0",199397.90322700000,627499.98099399998,"2014",2015-07
"53970050","0","223","20","5521",בית כנסת - בן ברוך,,"1","52496318","0","0",216030.79772700000,629096.76179400005,"0",
"53970125","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53109303","0","0",180313.77022700000,631196.55899399996,"0",
"54015263","0","223","20","5521",בית כנסת - ברית יעקב,,"1","65272659","65288245","254",161221.40222700001,603417.79439399997,"0",
"53970062","0","223","20","5521",בית כנסת,Synagogue,"1","52526301","0","0",218892.01862700001,629322.86769400002,"0",
"54015264","0","223","20","5521",בית כנסת - אהבת ישראל,Ahavat Yisra'el Synagogue,"1","52501911","0","0",223434.57752699999,638824.35129400005,"0",
"53967754","0","223","20","5521",בית כנסת - אהל יוסף,,"1","51723108","0","0",227038.89672700001,768839.27429400000,"0",
"53969118","0","223","20","5521",בית כנסת - משכן שמעון,,"1","52736003","0","0",160051.35812700001,617893.68149400002,"0",
"53969125","0","223","20","5521",בית כנסת - יונתן בן עוזיאל,,"1","51732649","0","0",251244.71232699999,764678.02839400002,"0",
"53969126","0","223","20","5521",בית כנסת,Synagogue,"1","51744718","54455306","254",250284.92692699999,763957.72409399995,"0",
"53969130","0","223","20","5521",בית כנסת - אוהל יוסף,Ohel Yosef Synagogue,"1","51984112","0","0",228101.83642700000,724175.56519400002,"0",
"54015058","0","223","20","5521",בית כנסת,Synagogue,"1","52982675","0","0",164936.11302700001,587572.08679400000,"0",
"53968659","0","223","20","5521",בית כנסת,Synagogue,"1","52596148","0","0",195058.56362700000,633361.68819400005,"0",
"53968623","0","223","20","5521",בית כנסת,Synagogue,"1","52495281","0","0",194935.30322700000,624134.83159399999,"0",
"53968625","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52856136","0","0",159901.86922699999,595289.51539399999,"0",
"54014945","0","223","20","5521",בית כנסת - סוכת שלום,Sukkat Shalom Synagogue,"1","53326907","0","0",167434.01062700001,633624.26179400005,"0",
"54014946","0","223","20","5521",בית כנסת - חיי שלום,,"1","52603819","0","0",179785.97602700000,635996.13319399999,"0",
"53969899","0","223","20","5521",בית כנסת - חסדי אמת,,"1","52685349","0","0",220684.65592700001,630318.38629399997,"0",
"53969908","0","223","20","5521",בית כנסת - אוהל לאה,,"1","52450407","0","0",221064.73672700001,633137.40489400004,"0",
"53969972","0","223","20","5521",בית כנסת - לזכר סוזן,,"1","52653579","0","0",217903.10012700001,631543.55419399997,"0",
"54015233","0","223","20","5501",מקווה - הברוש,,"1","52883285","0","0",161621.98772700000,604009.10489399999,"0",
"53969914","0","223","20","5521",בית כנסת - אורות החומה,,"1","52704046","0","0",220788.17812699999,625679.21109400003,"0",
"54015234","0","223","20","5521",בית כנסת - שערי ישוע,,"1","52742790","0","0",160765.73182700001,619632.51399400004,"0",
"53967762","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","52823325","0","0",180040.32112700000,574528.99679400004,"0",
"53968105","0","223","20","5521",בית כנסת - קרושנייץ,,"1","52745995","0","0",176577.09822700001,613907.59809400002,"0",
"53968049","0","223","20","5521",בית כנסת - שארית ישראל,,"1","53448750","0","0",179160.62392700001,571791.44799400005,"0",
"53968050","0","223","20","5521",בית כנסת - בית אברהם,Bet Avraham Synagogue,"1","53053152","0","0",180285.42932699999,571262.88769400003,"0",
"53969152","0","223","20","5521",בית כנסת - שער ציון,Sha'ar Tsiyyon Synagogue,"1","52377993","0","0",181781.21872700000,661959.96179400000,"0",
"53969154","0","223","20","5521",בית כנסת - חסד יעקב,,"1","53388533","0","0",178144.40442700000,574187.88519399997,"0",
"53969155","0","223","20","5501",מקווה - עינות,,"1","53111991","0","0",220498.32462699999,574122.17849399999,"0",
"53969171","0","223","20","5521",בית כנסת - ברוך חי,,"1","53074837","0","0",203881.45552700001,553795.27269400004,"0",
"54015067","0","223","20","5523",מסגד - אל פיורוק,,"1","53183348","0","0",198110.66722700000,687302.17539400002,"0",
"53969222","0","223","20","5521",בית כנסת - השלום,,"1","52864690","0","0",160956.12882700001,589443.74369399995,"2017",2018-04
"53969177","0","223","20","5521",בית כנסת - כ היכל רגינה,,"1","53213968","0","0",200094.65502700000,746633.15189400001,"0",
"53968540","0","223","20","5521",בית כנסת - ישועת ישראל,,"1","52713278","0","0",220589.23172700001,630266.50929399999,"0",
"53966319","0","223","20","5521",בית כנסת,Synagogue,"2","53348639","0","0",183329.00732700000,641073.86279399996,"0",
"53969921","0","223","20","5521",בית כנסת - שבזי,,"1","52654840","0","0",176329.66742700001,626763.73019399995,"0",
"53970184","0","223","20","5521",בית כנסת,Synagogue,"1","52703496","0","0",166820.76982700001,632137.73889399995,"0",
"53970190","0","223","20","5521",בית כנסת - היכל ניסים,,"1","65046699","0","0",214482.79162700000,617647.90779400000,"0",
"53970195","0","223","20","5521",בית כנסת,Synagogue,"1","65364833","0","0",162781.18802700000,594883.19009399996,"0",
"53970197","0","223","20","5521",בית כנסת,Synagogue,"1","65364117","0","0",163082.29702699999,594735.85749400000,"0",
"53970203","0","223","20","5523",מסגד - אל חמרה,,"1","52755267","0","0",222244.62022700001,632093.62909399997,"0",
"53970206","0","223","20","5521",בית כנסת - הגדול רוטשילד,,"1","53109232","0","0",185040.50172700000,640318.21439400001,"0",
"53970209","0","223","20","5521",בית כנסת - קהילות יעקב,,"1","53334836","0","0",187621.31692700001,648889.41299400001,"0",
"53968062","0","223","20","5501",מקווה - שכונה א,,"1","53054728","0","0",195049.51852700001,385931.54459399998,"0",
"53968063","0","223","20","5521",בית כנסת - ליהדות תימן,,"1","64907289","0","0",160515.85262699999,620792.60769400001,"0",
"54014816","0","223","20","5500",מרכז רוחני עץ חיים,Ets Hayyim Spiritual Center,"1","53141005","0","0",181000.30822700000,575064.76419400005,"0",
"53968331","0","223","20","5521",בית כנסת - אוהל שלמה,Ohel Shlomo Synagogue,"2","53171197","0","0",180294.00602700000,574316.99679400004,"0",
