UNIQ_ID,PARENT,FCODE,USG_GROUP,USG_CODE,USG_SP_NAM,USG_SP_NM_,USG_PRIORI,BLDG_ID,CMPLX_ID,CMLX_FCD,E_ORD,N_ORD,DATA_YEAR,PRDCT_VER
"54007572","0","223","20","5521",בית כנסת - יוסף הצדיק,,"1","53099872","0","0",253894.73402700000,790799.06229399994,"0",
"53940589","0","223","20","5521",בית כנסת - אוהל יצחק,Ohel Yits'hak Synagogue,"1","51719460","0","0",246105.15402700001,769047.92889400001,"0",
"53941095","0","223","20","5521",בית כנסת - בית ישראל,,"1","51727477","0","0",209878.00442700001,768068.22669399995,"0",
"53941100","0","223","20","5521",בית כנסת - אור תורה,,"1","51670318","0","0",253285.40002700000,790506.26509400003,"0",
"54007694","0","223","20","5523",מסגד,Mosque,"1","51706822","0","0",245765.67132699999,772673.64699399995,"0",
"53941114","0","223","20","5523",מסגד,Mosque,"1","51718752","0","0",225270.24612699999,768383.54019400000,"0",
"53940556","0","223","20","5501",מקווה - הצופים,,"1","51677189","0","0",253393.00032699999,791479.41299400001,"0",
"53940738","0","223","20","5521","בית כנסת - האר""י",,"1","51685781","0","0",254053.90002700000,790732.05699399998,"0",
"53940632","0","223","20","5521",בית כנסת - אהבת ישראל,Ahavat Yisra'el Synagogue,"1","53090202","0","0",253018.70392700000,789895.20109400002,"0",
"53940634","0","223","20","5521",בית כנסת - נווה אלון,,"1","53001218","0","0",209248.78832699999,769251.17479399999,"0",
"53940510","0","223","20","5521",בית כנסת - שעיר השמיים,,"1","52986938","0","0",253888.85122700001,790332.59579399996,"0",
"53940517","0","223","20","5521",בית כנסת - תפילה לדוד,,"1","51713996","0","0",210267.09172699999,769310.88569400006,"0",
"53940526","0","223","20","5521",בית כנסת,Synagogue,"1","51690943","0","0",267299.34592699999,780294.76639400003,"0",
"53940675","0","223","20","5521",בית כנסת,Synagogue,"1","51708799","0","0",255579.44392699999,773209.03459399997,"0",
"53940690","0","223","20","5521",בית כנסת - אוהל יעקב,Ohel Ya'akov Synagogue,"1","51683561","0","0",253223.46182699999,790511.42249400006,"0",
"53940713","0","223","20","5521",בית כנסת - אליהו ומיכאל,,"1","51716830","0","0",226766.83072699999,769232.67329399998,"0",
"53940720","0","223","20","5521",בית כנסת - היכל דוד,,"1","65335307","0","0",213775.75602700000,775324.25419400004,"0",
"53940726","0","223","20","5521",בית כנסת,Synagogue,"1","51701813","0","0",238545.94292700000,773167.76229400001,"0",
"53940750","0","223","20","5521",בית כנסת,Synagogue,"1","51679269","0","0",253667.26522700000,790881.77119400003,"0",
"54007615","0","223","20","5521","בית כנסת - החיד""א",,"1","53194424","0","0",227506.85282700000,768649.62069400004,"0",
"54007616","0","223","20","5521",בית כנסת - מגן אברהם,Magen Avraham Synagogue,"1","51679481","0","0",253411.63392699999,791684.21109400003,"0",
"53940780","0","223","20","5521",בית כנסת - שכונת גבעת הזיתים,,"1","53191823","0","0",225646.16172700000,770339.41299400001,"0",
"53940782","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51702501","0","0",230603.19102699999,771003.35119399999,"0",
"53940813","0","223","20","5521",בית כנסת - אהבת שלום,Ahavat Shalom Synagogue,"1","51704660","0","0",214293.54522700000,774992.57659399998,"0",
"53940814","0","223","20","5521",בית כנסת - אוצר התורה,,"1","51720645","0","0",210484.34262700001,769942.29569399997,"0",
"53940817","0","223","20","5521",בית כנסת - חברת תהילים,,"1","65389873","0","0",210407.30262700000,768193.54459399998,"0",
"53940835","0","223","20","5521",בית כנסת,Synagogue,"1","51682171","0","0",252997.25232699999,789363.92649400001,"0",
"53940848","0","223","20","5521",בית כנסת - שבעת הבנים,,"1","51740338","0","0",247471.86172700001,763577.38089399994,"0",
"53941157","0","223","20","5521",בית כנסת - אהל יעקב,,"1","51699375","0","0",213915.36422700001,775090.63449400000,"0",
"53941163","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53003641","0","0",254335.60042700000,798180.20539400005,"0",
"53941173","0","223","20","5521",בית כנסת - תפארת ישראל,Tif'eret Yisra'el Synagogue,"1","53191373","0","0",210419.11712700000,770031.75039399997,"0",
"53941177","0","223","20","5521",בית כנסת - בית אל הספרדי,,"1","51705557","0","0",244053.99142700000,771607.41919399996,"0",
"53941178","0","223","20","5521",בית כנסת - מיזוג גלויות,,"1","51674389","0","0",254097.60502700001,791177.98089400004,"0",
"54007713","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53424669","0","0",217714.76792700001,774670.14559400000,"0",
"53941198","0","223","20","5521",בית כנסת - בן איש חי,,"1","65057477","0","0",253864.84292699999,791131.47279399994,"0",
"53940654","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51697687","0","0",227717.12992700000,775404.73209399998,"0",
"53941211","0","223","20","5521",בית כנסת - שארית הפלטה,,"1","51711727","0","0",209367.04502699999,769692.76509400003,"0",
"53940655","0","223","20","5521",בית כנסת - אור החיים,Or HaHayyim Synagogue,"1","51706606","0","0",226892.16902700000,769922.14989400003,"0",
"54007594","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51706497","0","0",255614.58362700001,773231.52409399999,"2014",2015-07
"53940938","0","223","20","5521",בית כנסת - משכן אוריאל,,"1","51681141","0","0",254545.87022700001,791603.78519400000,"0",
"54007658","0","223","20","5521",בית כנסת - בית יצחק,,"1","51713795","0","0",227047.54642699999,769006.01399400004,"0",
"53940964","0","223","20","5521",בית כנסת,Synagogue,"1","53099618","0","0",230491.37092700001,770852.57849400002,"0",
"54007673","0","223","20","5521",בית כנסת,Synagogue,"1","53113261","0","0",251912.94222699999,778689.60539399995,"0",
"54007674","0","223","20","5501",מוסדות מערת עדולם,Me'arat Adullam Institutes,"1","51683110","0","0",253181.60392699999,790922.11299399997,"0",
"53941020","0","223","20","5521",בית כנסת - תפילה למשה,Tefilla LeMoshe Synagogue,"1","53037118","0","0",253147.58262700000,790923.50569400005,"0",
"53941022","0","223","20","5521",בית כנסת - צדיקי אליעזר,,"1","51676917","0","0",254112.01092700000,791405.95639399998,"0",
"53941032","0","223","20","5521",בית כנסת - השלום,,"1","51698180","0","0",213734.18382700000,775464.23109400005,"0",
"53941034","0","223","20","5521",בית כנסת,Synagogue,"1","51699454","0","0",226829.82342700000,776252.29009400005,"0",
"54007678","0","223","20","5521",בית כנסת - משכן ישראל,Mishkan Yisra'el Synagogue,"1","51708406","65290549","255",227052.18122699999,769550.47659400001,"0",
"53941050","0","223","20","5521",בית כנסת - גבאי יהודה,,"1","51703753","0","0",213777.09172699999,775284.43889400002,"0",
"53941056","0","223","20","5521",בית כנסת - בית יצחק,,"1","51692627","0","0",213634.23252699999,775201.37819399999,"0",
"54007684","0","223","20","5501",מקווה - יחזקאל,,"2","51682545","0","0",253826.03702700001,791137.37719399994,"0",
"53941666","0","223","20","5521",בית כנסת - אוהב שלום,,"1","51680904","0","0",253055.81122700000,789357.89679399994,"0",
"53941668","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51697357","0","0",226809.83872699999,776261.91009400005,"0",
"53940890","0","223","20","5521",בית כנסת,Synagogue,"1","51684078","0","0",227377.98892700000,778277.41979399999,"0",
"54008841","0","223","20","5521",בית כנסת - הכנסת אורחים,,"1","51675593","0","0",253575.20922700001,790204.40249400004,"0",
"53941891","0","223","20","5521",בית כנסת - שבת אחים,Shevet Ahim Synagogue,"1","51800814","0","0",207536.23482700001,749704.16719399998,"2017",2018-04
"53940978","0","223","20","5521",בית כנסת - שאר ישוב,,"1","51676405","0","0",260582.58062699999,792589.16419399995,"0",
"54007667","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51703054","0","0",244308.13672700000,771446.36899400002,"0",
"53940991","0","223","20","5521",בית כנסת,Synagogue,"1","52979282","0","0",278700.02062700002,772235.39059400000,"0",
"54007669","0","223","20","5521",בית כנסת,Synagogue,"1","51705644","0","0",230385.54032700000,774257.78329399996,"0",
"53940925","0","223","20","5521",בית כנסת - היכל דוד,,"1","51685082","0","0",254144.98222700000,789705.30199399998,"0",
"53940930","0","223","20","5521",בית כנסת - הארי זיעא,,"1","53185764","0","0",254132.70622699999,791518.18659399997,"0",
"53941844","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51725179","0","0",228274.85962700000,766887.69559400005,"2014",2015-07
"53941858","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53074082","0","0",251488.60412700000,765724.15079400002,"0",
"53941987","0","223","20","5521",בית כנסת - אוהל מועד,Ohel Mo'ed Synagogue,"1","51690919","0","0",213866.28942700001,775172.14069399994,"0",
"54008868","0","223","20","5521",בית כנסת - פועלי צדק,,"1","51716586","0","0",210220.92002699999,768070.76899400004,"0",
"53941993","0","223","20","5525",כנסיה,Church,"1","53193041","0","0",225215.44662700000,768240.97279399994,"0",
"54008871","0","223","20","5521",בית כנסת - קדש,,"1","53193306","0","0",210349.05822700000,768186.35319399997,"0",
"53942007","0","223","20","5501",מקווה נשים,Women's Mikve (Ritual Bath),"1","53208738","0","0",274167.83702699997,750268.97089400003,"0",
"53941970","0","223","20","5501",מקווה - עירוני,,"1","53043577","0","0",200230.59702700001,745562.40489400004,"0",
"53941683","0","223","20","5521",בית כנסת - המרכזי,,"1","51697351","0","0",213903.49382700000,775278.56419399998,"0",
"53941685","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","65235296","0","0",213902.17362700001,775310.53639400005,"0",
"53941689","0","223","20","5521",בית כנסת - בית החסידים דברי,,"1","51727805","0","0",251587.16922700001,765719.61359399999,"0",
"53941704","0","223","20","5521",בית כנסת - מרכז הכרמל,,"1","51905269","0","0",198999.56992700000,745552.85319399997,"0",
"53941713","0","223","20","5525",כנסיה,Church,"1","53213397","0","0",216247.92692699999,746839.21109400003,"0",
"53941731","0","223","20","5521",בית כנסת - דוד ומשה,,"1","51695613","0","0",214195.42562699999,775246.08389400004,"0",
"53941747","0","223","20","5501",מקווה,Mikve (Ritual Bath),"2","64901770","0","0",254497.18012700000,791160.70679400000,"0",
"54008812","0","223","20","5521",בית כנסת,Synagogue,"1","51668021","0","0",251172.09072700000,791243.93349400000,"0",
"53941748","0","223","20","5521",בית כנסת - יהודה הלוי,,"1","51670815","0","0",253439.73912700001,791149.38369399996,"0",
"53941755","0","223","20","5521",בית כנסת - גבאי יהודה,,"1","51698043","0","0",213751.27102700001,775253.89249400003,"0",
"53941785","0","223","20","5521",בית כנסת - היכל שלמה,Hekhal Shlomo Synagogue,"1","51905799","0","0",209844.10612700001,745443.34699400002,"0",
"53941794","0","223","20","5521",בית כנסת - בגדדי משה חי בן רח,,"1","51842588","0","0",209735.55892700001,745911.97899400000,"0",
"54008830","0","223","20","5521",בית כנסת - עדת ישורון,Adat Yeshurun Synagogue,"2","53226618","0","0",199724.57432700001,746124.78819400002,"0",
"53942101","0","223","20","5504","5504",,"2","53226136","0","0",216318.41742700001,745513.37689399999,"0",
"53942121","0","223","20","5523",מסגד - אלדעאא,,"1","51804453","0","0",219678.20852700001,750187.53409400000,"0",
"53942129","0","223","20","5521",בית כנסת - אור תורה,,"1","51741332","0","0",248401.48372700001,763256.54799400002,"0",
"54008916","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"1","51727506","0","0",210118.19322700001,768532.61119400000,"0",
"53942210","0","223","20","5521",בית כנסת,Synagogue,"1","51735656","0","0",241524.07662700000,765827.33159399999,"0",
"53942219","0","223","20","5521",בית כנסת - אברהם אבינו,,"1","51734137","0","0",208355.25232699999,765879.21109400003,"0",
"54008874","0","223","20","5521",בית כנסת,Synagogue,"1","53209238","0","0",206736.34072700000,750270.00629399996,"2017",2018-04
"53941229","0","223","20","5521","בית כנסת - חב""ד נפש חיה",,"1","53209199","0","0",206846.30922699999,748787.25269400002,"0",
"53941231","0","223","20","5521",בית כנסת - השרון,,"1","51801937","0","0",198255.04422700001,748811.92109399999,"0",
"54007728","0","223","20","5521",בית כנסת - קיבוץ גלויות,,"1","51847884","0","0",249725.72182700000,745011.47479400004,"0",
"53941257","0","223","20","5521",בית כנסת - מגן שלום,,"1","51824359","0","0",212264.68152700001,746176.71159399999,"0",
"53942150","0","223","20","5523",מסגד,Mosque,"1","53066394","0","0",219673.15342700001,750726.47719400004,"0",
"53942076","0","223","20","5521",בית כנסת - מוסדות האריה הקדו,,"1","51794785","0","0",207160.90502700000,750681.41109399998,"0",
"53942082","0","223","20","5521",בית כנסת - של הקהילה הקדושה,,"1","51727012","0","0",209537.29792700001,768123.43159399997,"0",
"54008891","0","223","20","5521",בית כנסת - אברבאנל,,"1","51815371","0","0",205675.98332699999,748562.51889399998,"0",
"54007753","0","223","20","5521",בית כנסת - לעולי גרוזיה אהל,,"1","51907817","0","0",209613.85362700000,745478.62999399996,"0",
"53941412","0","223","20","5521","בית כנסת - ע""ש יעקב קובר",,"1","65362554","0","0",246424.06512700001,763945.78569399996,"0",
"53941418","0","223","20","5521","בית כנסת - הבאבא סאלי זצ""ל",,"1","51740315","0","0",247650.58242699999,763417.97609400004,"2017",2018-01
"53941424","0","223","20","5521",בית כנסת - המרכזי,,"1","64902706","0","0",206289.69962699999,749295.06229399994,"2017",2018-04
"54007771","0","223","20","5521",בית כנסת - רבי יצחק אבוה,,"1","51742473","0","0",246453.09552700000,763622.34909399995,"2014",2015-07
"53941290","0","223","20","5500","בית חב""ד קצרין",,"1","53193464","0","0",264464.36952700000,766805.69089400000,"0",
"54007739","0","223","20","5521","בית כנסת - רמב""ם",Rambam Synagogue,"1","53209131","0","0",207168.17882700000,750735.56739400001,"2017",2018-04
"53941301","0","223","20","5521",בית כנסת - שערי צדק,,"1","53209662","0","0",208732.61102700001,749580.49259399995,"0",
"53942244","0","223","20","5521",בית כנסת,Synagogue,"1","51737588","0","0",241533.08822700000,765814.40489400004,"0",
"53942254","0","223","20","5521",בית כנסת - עץ החיים,Ets HaHayyim Synagogue,"1","53141853","0","0",208759.39292700001,749548.93019400002,"0",
"54008930","0","223","20","5521","בית כנסת - חב""ד מנחם לציון",,"1","51817580","0","0",207259.47402699999,748262.21639399999,"0",
"54008932","0","223","20","5521",בית כנסת - יפרח,,"1","51913946","0","0",211791.85882699999,746105.07539400004,"2014",2015-07
"53942279","0","223","20","5521",בית כנסת,Synagogue,"1","51727686","0","0",230637.76082699999,765160.34889400005,"0",
"53942282","0","223","20","5521",בית כנסת - בית אברהם,Bet Avraham Synagogue,"1","51819244","0","0",205455.90952700001,748726.84889400005,"0",
"54008935","0","223","20","5501",מקווה - יוספטל,,"1","51720939","0","0",209972.50422700000,767924.44939400000,"0",
"53942301","0","223","20","5521",בית כנסת - אהל משה,,"1","51795580","0","0",206837.21692700000,750846.45939400000,"2017",2018-04
"53942312","0","223","20","5523",מסגד - אל סדיק,,"1","51817256","0","0",200530.87192700000,746891.63539399998,"0",
"53942346","0","223","20","5523",מסגד - אסלאם,,"1","53184085","0","0",218951.26002700001,751217.15159400005,"0",
"53942350","0","223","20","5525",כנסיה - מאר יוחנא,,"1","51822094","0","0",199815.64262699999,747189.06339400006,"0",
"54008949","0","223","20","5523",מסגד,Mosque,"1","51732964","0","0",246446.80492699999,763593.93219399999,"0",
"53942355","0","223","20","5521",בית כנסת - משכן זבולון,,"1","53174815","0","0",210342.66842700000,745859.11979400006,"0",
"53942360","0","223","20","5501",מקווה - נווה דוד,,"2","51838205","0","0",196792.84092700001,745890.33779400005,"0",
"53942364","0","223","20","5521",בית כנסת - בית יעקוב,Bet Ya'akov  Synagogue,"1","51908721","0","0",208182.53982700000,745324.19489399996,"0",
"53942366","0","223","20","5523",מסגד,Mosque,"1","51925078","0","0",216585.80672699999,745730.70869400003,"0",
"53942384","0","223","20","5521","בית כנסת - ע""ש אלי כהן",,"1","51739122","0","0",251141.71142700000,763751.68869400001,"0",
"53941484","0","223","20","5521","בית כנסת - רשב""י",,"1","51801480","0","0",206784.21042700001,749396.23499400006,"0",
"53941485","0","223","20","5521",בית כנסת - בית ישראל,,"1","51735169","0","0",246403.33902700001,763796.98409399996,"2014",2015-07
"53941490","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53422517","65195855","254",206834.32272699999,750511.04459399998,"0",
"53941559","0","223","20","5525",כנסיה - קתולית,,"1","51908274","0","0",216325.71192700000,745455.92779400002,"0",
"53941381","0","223","20","5521",בית כנסת,Synagogue,"1","53423214","0","0",228211.87092700001,766876.77809399995,"0",
"53941388","0","223","20","5521",בית כנסת - מגן אברהם ששון,,"1","65397867","0","0",208026.31202700001,751178.08539400005,"2017",2018-04
"53942485","0","223","20","5521",בית כנסת - יסוד מגדל,,"1","51801054","0","0",247870.00432700000,749299.07659399998,"0",
"54008983","0","223","20","5521","בית כנסת - רשב""י יפרח",,"1","65392055","0","0",206527.17872699999,750375.55559400003,"2017",2018-04
"53942520","0","223","20","5523",מסגד - אלעין,,"1","51804068","0","0",220159.65792699999,751018.35529400001,"0",
"53942527","0","223","20","5521",בית כנסת - נחלת בנימין,,"1","51813324","0","0",206848.95802699999,749556.34989399998,"0",
"54008990","0","223","20","5521",בית כנסת - היכל יעקב,Hekhal Ya'akov  Synagogue,"1","53209337","0","0",205997.64022700000,749851.61589400005,"2017",2018-04
"53942528","0","223","20","5521",בית כנסת - אהבה ואחווה,Ahava Ve'Ahava Synagogue,"1","53210373","0","0",209014.27102700001,749553.03269400005,"0",
"53942531","0","223","20","5502",בית העם דרוזית,,"1","51845387","0","0",215784.04962700000,745701.15509400005,"0",
"53943259","0","223","20","5521",בית כנסת - רבי שמעון בר יוחא,Rabbi Shim'on Bar Yokhay Synagogue,"1","51832545","0","0",209925.82472700000,746477.92599400005,"0",
"53943284","0","223","20","5521",בית כנסת - אוהל שרה ויצחק,,"1","51803494","0","0",207325.51462700000,748996.64699399995,"2017",2018-04
"53941531","0","223","20","5525",כנסיה,Church,"1","51903699","0","0",216469.13272699999,745371.19939400000,"0",
"53941532","0","223","20","5521",בית כנסת - אבות ובנים,,"1","51899123","0","0",198729.25182700000,745382.79279400001,"0",
"53941535","0","223","20","5521",בית כנסת - יד ניסים,,"1","51768804","0","0",208977.02282700001,745412.47621400002,"2014",2015-07
"53941444","0","223","20","5523",מסגד - עומר אל חטאב,,"1","53211365","0","0",200530.04772700000,746919.68879399996,"0",
"54007774","0","223","20","5501",מקווה - חצב,,"1","51734251","0","0",264566.15162700001,766315.91619400005,"0",
"53941454","0","223","20","5521",בית כנסת - שערי ישועה,,"1","51807874","0","0",206828.28812700001,749215.09299399995,"0",
"53941459","0","223","20","5521","בית כנסת - חב""ד",Chabad Synagogue,"1","51720436","0","0",209822.10522699999,767888.76229400001,"0",
"53941465","0","223","20","5521",בית כנסת - לוי אשכול,,"1","51738961","0","0",247464.23272700000,763617.20819399995,"0",
"53941472","0","223","20","5521",בית כנסת - משכן נתן,,"1","51736357","0","0",247294.40542699999,763815.57369400002,"0",
"53943385","0","223","20","5521",בית כנסת - קארו,,"1","51731437","0","0",246316.04112700000,763772.02649399999,"0",
"54008992","0","223","20","5521",בית כנסת - שמע ישראל,,"1","51736811","0","0",250786.50342699999,764930.42649400001,"0",
"53942537","0","223","20","5521",בית כנסת - חייל שמעון,,"1","51736818","0","0",251059.58122699999,764961.47621400002,"0",
"53942540","0","223","20","5521",בית כנסת - ישן,,"1","51725382","0","0",229805.03162699999,767888.92939399998,"0",
"53942541","0","223","20","5521",בית כנסת - יד לאחים,Yad La'Ahim Synagogue,"1","51722361","54456837","254",209902.90082700000,767033.31919399998,"0",
"53942557","0","223","20","5521",בית כנסת - שערי שלום,,"1","51733775","0","0",251365.01942699999,764949.25039399997,"0",
"53942566","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51732200","0","0",215711.15932700000,764899.69489399996,"0",
"53942572","0","223","20","5521",בית כנסת,Synagogue,"1","51711308","0","0",247023.15702700001,772927.43889400002,"0",
"53942574","0","223","20","5521",בית כנסת,Synagogue,"1","51708595","0","0",247048.58402700000,772895.50299399998,"0",
"53942589","0","223","20","5523",מסגד - מחמוד,,"1","53183149","0","0",197483.22652699999,745615.74029400002,"0",
"53941569","0","223","20","5523",מסגד,Mosque,"1","51720393","0","0",214104.95002700001,766463.92399399995,"0",
"53941576","0","223","20","5521",בית כנסת - שערי ציון,Sha'are Tsiyyon Synagogue,"1","53193256","0","0",209897.79292700000,766979.50249400001,"0",
"54008776","0","223","20","5523",מסגד - תרשיחא,,"1","51665757","0","0",225442.34582700001,768451.09389400005,"0",
"53941598","0","223","20","5521",בית כנסת - ספרדי אבריטש,,"1","51733131","0","0",246245.70762700000,763917.92319400003,"0",
"53941599","0","223","20","5521","בית כנסת - ע""ש ר חי טייב זצוק""",,"1","53196418","0","0",247670.56702700001,763827.42939399998,"0",
"53941607","0","223","20","5521",בית כנסת - יגל יעקב,,"1","53195057","0","0",226496.17232700001,767702.43559400004,"0",
"53941611","0","223","20","5521",בית כנסת - יראת שמים,,"1","51841864","0","0",198172.93342700001,745301.92939399998,"0",
"54008783","0","223","20","5521",בית כנסת - משכן אחווה,,"1","53066911","0","0",206928.42712700000,748740.53979399998,"2017",2018-04
"53941622","0","223","20","5521",בית כנסת - היכל צבי,,"1","53209490","0","0",222113.35412700000,747894.58679400000,"0",
"53941634","0","223","20","5521",בית כנסת - הלווים,,"1","65392074","0","0",208653.06152700001,750163.95859399997,"2017",2018-04
"53941642","0","223","20","5521",בית כנסת - היכל דקל,,"2","51801586","0","0",206369.61482700001,750199.93829399999,"2017",2018-04
"53942427","0","223","20","5523",מסגד - אבו באקר,,"1","64912491","0","0",200980.52332700000,745065.57929400005,"0",
"53941654","0","223","20","5521",בית כנסת - פאר ישראל,,"1","51906781","0","0",201429.43942700000,744976.11789400002,"0",
"54008959","0","223","20","5521",בית כנסת - בית אל,Bet El Synagogue,"2","51827748","0","0",200188.96792699999,746811.40679399995,"0",
"54008965","0","223","20","5521",בית כנסת - רבי עקיבא,,"1","53227858","0","0",200246.69412700000,745290.99119400000,"0",
"53942429","0","223","20","5521",בית כנסת - אליהו התשבי,,"1","51903712","0","0",211291.72912700000,746133.52919399994,"0",
"53942434","0","223","20","5521",בית כנסת - אור חיים,,"1","51739077","0","0",247413.89592700001,763700.32459400001,"0",
"53942443","0","223","20","5521",בית כנסת - צידלסון,,"1","51915805","0","0",196565.05102700001,746111.87389399996,"0",
"53943293","0","223","20","5525",כנסיה,Church,"1","53226976","0","0",216411.61482700001,745514.68869400001,"0",
"54009167","0","223","20","5521",בית כנסת - אשכנזי,,"1","51809042","0","0",208770.81452700001,749565.35939400003,"0",
"53943318","0","223","20","5521",בית כנסת - יצחק אבינו,,"1","51728949","0","0",208779.24272700000,766585.92599400005,"0",
"53943320","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51721049","0","0",229795.56272700001,767846.47621400002,"0",
"54009173","0","223","20","5521","בית כנסת - חב""ד איביקור",,"1","51729607","0","0",247913.85142699999,765461.22829400003,"0",
"53942626","0","223","20","5521",בית כנסת - עזרא,,"1","53209406","0","0",206923.31372700000,748697.60069400002,"2017",2018-04
"53942643","0","223","20","5501",מקווה נשים,Women's Mikve (Ritual Bath),"1","51726397","0","0",264240.74732700002,766562.80439399998,"0",
"54009180","0","223","20","5521",בית כנסת - המרכזי,,"1","51711853","0","0",227020.55152700000,768510.98719400004,"0",
"65103095","54009076","223","20","5521",בית כנסת - אהל רבקה,,"1","51901393","0","0",209041.79932699999,745302.62319399999,"2014",2015-07
"53942908","0","223","20","5521",בית כנסת,Synagogue,"1","51904111","0","0",236232.79582699999,745439.77529400005,"0",
"53942911","0","223","20","5503",מועדון אסלמי צופים,,"1","51844096","0","0",216334.31102699999,745815.18769399996,"0",
"53942918","0","223","20","5521",בית כנסת - מורשת,,"2","65404743","0","0",222206.87092700001,747949.08769399999,"2014",2015-07
"53942940","0","223","20","5521",בית כנסת,Synagogue,"1","51711050","0","0",217215.70502699999,772502.13019399997,"0",
"53942943","0","223","20","5521",בית כנסת - רבי חנניה הכהן,,"1","51713410","0","0",226372.64292700001,769784.20109400002,"0",
"53942959","0","223","20","5521",בית כנסת - רבי מאיר בעל הנס,Rabbi Me'ir Ba'al HaNes Synagogue,"1","51732090","0","0",251511.61782700001,765226.64229400002,"0",
"53942969","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","53196259","0","0",230650.83612699999,765192.15919399995,"2014",2015-07
"54009093","0","223","20","5521",בית כנסת - קהילת שובו בנים,,"1","51822424","0","0",210457.09742700000,746166.01689400000,"0",
"53942680","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51724477","0","0",209131.08792699999,767730.78579400002,"0",
"53942685","0","223","20","5521",בית כנסת - הספרדי איביקור צפ,,"1","51730589","0","0",247961.21652700001,765607.56039400003,"0",
"53942663","0","223","20","5521",בית כנסת,Synagogue,"1","53012906","0","0",246205.99232700001,769088.28869399999,"0",
"53943337","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51826611","0","0",222124.91242700000,747955.55749399995,"0",
"53943340","0","223","20","5521",בית כנסת - בר יוחאי,,"1","51709663","0","0",227074.79532700000,768925.10549400002,"0",
"53943350","0","223","20","5521",בית כנסת - אבי מאמין,,"1","51802125","0","0",207211.84372700000,748966.19389400003,"2017",2018-04
"53942595","0","223","20","5521",בית כנסת - יחזקאל הנביא,Yehezkel HaNavi Synagogue,"1","51908310","0","0",211200.36632700000,745887.31779400003,"0",
"53942596","0","223","20","5521",בית כנסת - שער הרחמים,,"1","51823488","0","0",196376.02422699999,746724.09819399996,"0",
"54009126","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51713309","0","0",210099.79752699999,768690.48899400001,"0",
"53943133","0","223","20","5521",בית כנסת,Synagogue,"1","64912557","0","0",209222.83432699999,759743.22779399995,"0",
"53943156","0","223","20","5521",בית כנסת - אלי כהן,,"1","64913756","0","0",190784.61002699999,706590.12919400004,"0",
"54009136","0","223","20","5521",בית כנסת,Synagogue,"1","52068032","0","0",225114.59292699999,716503.96039400005,"0",
"53943171","0","223","20","5501","מקווה - ע""ש רבקה רויה",,"1","53215413","0","0",209066.64342700000,745315.03659399995,"2014",2015-07
"54009138","0","223","20","5521",בית כנסת - מיזוג גלויות,,"1","51830349","0","0",207620.85302700000,746842.87389399996,"0",
"53943179","0","223","20","5521",בית כנסת - כרמייה,,"1","53215300","0","0",200121.56732700000,745772.88389399997,"0",
"54009031","0","223","20","5523",מסגד,Mosque,"1","53194386","0","0",209600.68822700001,765347.73449399997,"2017",2018-04
"53942720","0","223","20","5521",בית כנסת - בית מנחם,Bet Menahem Synagogue,"1","51799475","0","0",209094.72742700001,751285.58679400000,"2017",2018-04
"53942724","0","223","20","5521",בית כנסת - הכללי בת גלים,,"1","51816988","0","0",198386.43942700000,748672.85989399999,"0",
"53942746","0","223","20","5521",בית כנסת - אור מנחם,,"1","53072233","0","0",227208.72772699999,768149.40679399995,"0",
"54009041","0","223","20","5521",בית כנסת - משכן ישראל,Mishkan Yisra'el Synagogue,"1","65397910","0","0",207323.89102700001,750216.94319400005,"2017",2018-04
"53942759","0","223","20","5521",בית כנסת - היהודי,,"1","51899857","0","0",216275.44342699999,745697.61059399997,"0",
"53942764","0","223","20","5501",מקווה,Mikve (Ritual Bath),"1","51716209","0","0",227515.51422700001,768840.77489400003,"0",
"53942785","0","223","20","5521",בית כנסת - ישורון,,"1","53195041","0","0",210133.23712700000,768306.29149400000,"0",
"53942797","0","223","20","5521",בית כנסת - אול,,"1","53005941","0","0",273705.20552700001,748751.78309399995,"2014",2015-07
"53942800","0","223","20","5521",בית כנסת,Synagogue,"1","51808977","0","0",274273.06912700000,750226.08629400004,"0",
"53942802","0","223","20","5521",בית כנסת - תפארת יצחק,,"1","51805780","0","0",206704.03002700000,750210.63699399994,"2017",2018-04
