id,lat,long,from,to,raw_text
1,32.063224,34.772886,2020-03-09 0:00:00,2020-03-09 23:59:00,"מועדון ""זוזו"", שדרות רוטשילד 32, תל אביב"
2,31.76236,35.17127,2020-03-09 0:00:00,2020-03-09 23:59:00,"דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים"
3,31.2591051,34.8020335,2020-03-09 0:00:00,2020-03-09 5:00:00,מיון פנימי במרכז רפואי סורוקה
4,32.8304939,35.0675388,2020-03-09 0:00:00,2020-03-09 23:59:00,"ישיבת חב""ד קריית שמואל"
5,31.891463,34.7333639,2020-03-09 0:00:00,2020-03-09 3:30:00,"אולמי עדיה, יבנה"
6,31.891463,34.7333639,2020-03-09 0:00:00,2020-03-09 3:30:00,"אולמי עדיה, יבנה"
7,32.0360309,34.7627074,2020-03-09 0:00:00,2020-03-09 23:59:00,בית חולים וולפסון
8,31.7720994,35.2126628,2020-03-14 0:00:00,2020-03-14 23:59:00,מרפאת מטודלה של קופת חולים כללית ירושלים
9,31.611148,34.768459,2020-03-09 20:00:00,2020-03-09 21:00:00,"בית הכנסת קרית שנף, קרית גת"
10,32.2604828,34.8941075,2020-03-09 22:35:00,2020-03-09 22:45:00,מסעדת JEMS קניון דרורים
11,32.0837492,34.8337052,2020-03-09 18:00:00,2020-03-09 19:00:00,"בית הכנסת יוצאי חברון, רח' בר אילן 7, בני ברק"
12,32.6778114,35.2417497,2020-03-11 9:00:00,2020-03-11 13:00:00,ישיבה מתובתא מגדל העמק
13,32.6825409,35.2311568,2020-03-09 18:00:00,2020-03-09 19:00:00,בית כנסת מלכות מיכאל מגדל העמק
14,31.97508957,34.78209757,2020-03-09 3:00:00,2020-03-09 21:00:00,"בית כנסת ""תולדות יצחק ויהודה"", ע""ש זבולון המר, ראשון לציון."
15,31.9057479,35.0076915,2020-03-09 10:00:00,2020-03-09 12:45:00,"מכבידנט, רח' תלתן 8, מודיעין"
16,31.8868552,34.9611475,2020-03-09 12:30:00,2020-03-09 14:30:00,"רמי לוי, מתחם ישפרו, מודיעין"
17,31.249581,35.082868,2020-03-14 8:00:00,2020-03-14 16:00:00,"קופת חולים כללית, כסיפה א'"
18,31.2450266,34.7831638,2020-03-09 20:00:00,2020-03-09 22:00:00,"חדר כושר ""הולמס פלייס"", הנרי קנדל 10, באר שבע"
19,32.04953,34.95075,2020-03-14 5:45:00,2020-03-14 6:20:00,"בית כנסת ""משכנות נריה"", אלעד"
20,32.053904,34.9597296,2020-03-14 19:30:00,2020-03-14 20:00:00,"בית כנסת ""מאור שרגא"", אלעד"
21,32.0837492,34.8337052,2020-03-09 18:00:00,2020-03-09 19:00:00,"בית הכנסת יוצאי חברון, רח' בר אילן 7, בני ברק"
22,32.84267028,35.06890348,2020-03-09 0:02:00,2020-03-09 23:58:00,"חנות לבגדי נשים ""לילוש"" בקרית ים - שד' ירושלים 51"
23,32.07833982,34.83544681,2020-03-09 18:30:00,2020-03-09 20:00:00,"בית הכנסת קומרנא, רח' דבורה הנביאה 14, בני ברק"
24,31.7650471,35.1911197,2020-03-09 3:00:00,2020-03-09 21:00:00,"מכון לב בגבעת מרדכי, ירושלים"
25,32.03719,34.89205,2020-03-09 5:00:00,2020-03-09 7:00:00,"בית כנסת ""אור לשבים"" יהוד"
26,31.7219922,35.22414684,2020-03-09 5:15:00,2020-03-09 7:00:00,"בית הכנסת 'תפארת ציון ושרה', הרב מנהר 20, הר חומה, ירושלים"
27,31.90359,34.99476,2020-03-09 5:30:00,2020-03-09 6:30:00,בית כנסת החושן במודיעין
28,32.08452,34.83942,2020-03-09 6:15:00,2020-03-09 8:15:00,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק"
29,32.08452,34.83942,2020-03-09 6:15:00,2020-03-09 8:15:00,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק"
30,32.06474,34.76318,2020-03-09 6:30:00,2020-03-09 7:15:00,ארוחת בוקר במלון דן פנורמה בתל אביב
31,31.9754,34.77954,2020-03-09 7:00:00,2020-03-09 8:00:00,"סניף ""כרמים"", קופת חולים כללית, ראשון לציון"
32,31.908272,34.990897,2020-03-09 7:00:00,2020-03-09 21:00:00,רח' פז 3 שכונת קייזר מודיעין
33,32.9687776,35.5019864,2020-03-09 7:00:00,2020-03-09 19:00:00,בית כנסת משכן נתן צפת
34,31.72199524,35.22414684,2020-03-09 7:15:00,2020-03-09 18:10:00,"בית הכנסת ברחוב הרב מנהר 4, הר חומה, ירושלים"
35,32.9638,35.50559,2020-03-09 7:30:00,2020-03-09 16:00:00,"מעון יום של חבד של נורית קרומבי,צפת"
36,32.28492709,35.12630599,2020-03-09 7:55:00,2020-03-09 8:05:00,"מעון ""ניצנים"", עינב."
37,31.7880423,35.1763226,2020-03-11 8:00:00,2020-03-11 15:00:00,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים"
38,31.7880423,35.1763226,2020-03-09 8:00:00,2020-03-09 15:00:00,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים"
39,31.7880423,35.1763226,2020-03-09 8:00:00,2020-03-09 15:00:00,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים"
40,31.7880423,35.1763226,2020-03-09 8:00:00,2020-03-09 15:00:00,"תלמוד תורה ""דיברות משה"" רחוב קצנלבוגן 83 ירושלים"
41,32.67762959,35.23156234,2020-03-09 8:00:00,2020-03-09 15:00:00,ישיבה מתיבתא מגדל העמק
42,32.68106119,35.23003884,2020-03-09 8:00:00,2020-03-09 15:00:00,ישיבה מתיבתא מגדל העמק
43,31.1929883,35.3610687,2020-03-09 8:00:00,2020-03-09 10:00:00,"ישרוטל ים המלח, עין בוקק"
44,31.653589,35.149934,2020-03-09 8:00:00,2020-03-09 9:00:00,"בית הכנסת 'תפילה למשה ואליהו' (המרוקאי), רחוב בית הבחירה, אפרת"
45,32.1704956,34.8025185,2020-03-09 8:00:00,2020-03-09 18:00:00,"חנות ""קייטרינג יגאל נגיעות"", רחוב קדושי השואה 56, הרצליה"
46,31.9053117,34.9953755,2020-03-09 8:15:00,2020-03-09 9:00:00,"בית כנסת ""משכן שלמה"", רחוב ענבר 17, מודיעין"
47,32.6037908,35.2940938,2020-03-09 8:15:00,2020-03-09 14:30:00,בנק יהב עפולה
48,31.76430721,35.14948034,2020-03-09 8:30:00,2020-03-09 11:30:00,מרפאות השיניים בבית החולים הדסה עין כרם
49,32.054749,34.752134,2020-03-09 8:30:00,2020-03-09 10:30:00,"טיול ביפו ליד מסעדת סנט ג'ורג', יפו העתיקה, סיור בסמטאות, ירידה לכיוון הכנסייה הגדולה סאן פטרוס, הליכה דרך המדרגות לתחנת אוטובוס מול הכניסה לנמל."
50,31.8898011,34.9628105,2020-03-09 9:00:00,2020-03-09 10:00:00,"סופר ""יוחננוף"" ישפרו סנטר, מודיעין"
51,32.3191479,34.9336595,2020-03-09 9:00:00,2020-03-09 10:30:00,"קופת חולים כללית, הרצל 7 כפר יונה"
52,31.7856547,35.2250446,2020-03-12 9:00:00,2020-03-12 9:40:00,"ישיבת ""תולדות אהרון"", ירושלים"
53,31.8933068,34.8068242,2020-03-09 9:05:00,2020-03-09 9:40:00,קניון רחובות
54,32.08094,34.76792,2020-03-09 9:30:00,2020-03-09 10:30:00,שגרירות צרפת תל-אביב
55,32.6778114,35.2417497,2020-03-09 9:30:00,2020-03-09 13:00:00,שיבה מתיבתא מגדל העמק
56,32.0691989,34.8430876,2020-03-09 9:30:00,2020-03-09 16:00:00,אוניברסיטת בר אילן
57,32.1704956,34.8025185,2020-03-09 10:00:00,2020-03-09 17:00:00,"חנות ""קייטרינג יגאל נגיעות"", רחוב קדושי השואה 56, הרצליה"
58,31.8904501,34.9653072,2020-03-09 10:15:00,2020-03-09 10:25:00,"חנות ""פעמית סטור"" ישפרו סנטר, מודיעין"
59,31.8881216,34.8190833,2020-03-09 10:15:00,2020-03-09 10:50:00,ברכול אושיות רחובות
60,31.7299852,34.7394259,2020-03-10 10:20:00,2020-03-10 11:00:00,קופת חולים כללית סניף חבד רחוב נחלת הר חבד 9 קרית מלאכי
61,31.81036,34.66209,2020-03-09 10:30:00,2020-03-09 11:10:00,"האורגים 6, אזור התעשיה הקלה, טופ סנטר"
62,32.97158,35.50502,2020-03-09 10:30:00,2020-03-09 11:15:00,"סופרמרקט יש, צפת"
63,32.06868,34.76904,2020-03-09 11:00:00,2020-03-09 12:00:00,"הליכה לאורך שוק הכרמל בתל אביב, ללא כניסה לחנויות."
64,31.7299852,34.7394259,2020-03-10 11:00:00,2020-03-10 11:30:00,קופת חולים כללית סניף חבד רחוב נחלת הר חבד 9 קרית מלאכי
65,32.00898297,34.75074412,2020-03-09 11:00:00,2020-03-09 11:30:00,"סופר יוחננוף, רחוב ניסנבוים יצחק 37, בת ים"
66,32.342406,34.912319,2020-03-09 12:00:00,2020-03-09 17:00:00,מכללת רופין
67,31.78952,34.71445,2020-03-09 12:00:00,2020-03-09 12:15:00,"סופר ""מרקט בעיר"", גן יבנה"
68,32.1087781,34.8386309,2020-03-09 12:00:00,2020-03-09 13:00:00,"הברזל 21, תל אביב"
69,32.042049,34.78097,2020-03-09 12:00:00,2020-03-09 13:00:00,"בנק פועלים ברחוב ישראל גורי 34, תל אביב"
70,32.96259,35.4834,2020-03-09 12:00:00,2020-03-09 13:00:00,"כולל מרקט חב""ד איזור תעשייה"
71,32.03719,34.89205,2020-03-12 12:30:00,2020-03-12 13:00:00,"בית כנסת ""אור לשבים"" יהוד"
72,31.984,34.77095,2020-03-09 12:30:00,2020-03-09 14:30:00,סינמה סיטי
73,31.98496,34.76878,2020-03-09 12:30:00,2020-03-09 13:00:00,"הבנק הבינלאומי, רח' ילדי טהרן, ראשון לציון"
74,32.50108,34.89232,2020-03-09 12:30:00,2020-03-09 13:30:00,גן לאומי קיסריה
75,32.342406,34.912319,2020-03-09 12:45:00,2020-03-09 13:00:00,מכללת רופין
76,32.919178,35.068466,2020-03-09 13:00:00,2020-03-09 15:00:00,"מסעדת דוניאנא (בונירם), עיר עתיקה 11, עכו"
77,32.0744,34.76801,2020-03-09 13:30:00,2020-03-09 14:30:00,מסעדה סינית הונג קונג דים סאם ברחוב בן יהודה 9 תל אביב
78,32.8601734,35.2597675,2020-03-09 13:30:00,2020-03-09 15:45:00,מועדון כפרי משגב
79,32.695082,35.051862,2020-03-09 13:50:00,2020-03-09 14:45:00,מסעדת מיזייד בדאלית אל כרמל
80,32.052642,34.756139,2020-03-09 14:00:00,2020-03-09 17:00:00,"""פועה"" ברחוב רבי יונתן 8 ביפו"
81,31.79666,35.146486,2020-03-09 14:00:00,2020-03-09 16:00:00,קניון רמי לוי
82,31.7649503,35.1494106,2020-03-09 14:00:00,2020-03-09 14:20:00,"בית חולים ""הדסה עין כרם"", ירושלים"
83,31.7633984,35.2073749,2020-03-09 14:10:00,2020-03-09 14:30:00,"בית הכנסת 'השטיבלאך', רחוב החי""ש, ירושלים"
84,32.06268,34.76646,2020-03-09 14:30:00,2020-03-09 15:00:00,בגלדריה Anita רחוב שבזי 23 פינת פינס 40 תל אביב
85,31.640932,35.143139,2020-03-09 15:00:00,2020-03-09 2:00:00,קיבוץ מגדל עוז בגוש עציון
86,32.0932981,34.8653481,2020-03-09 15:30:00,2020-03-09 22:30:00,"קניון ""אבנת"", רחוב ז'בוטינסקי 72, פתח תקווה"
87,32.92358,35.07053,2020-03-09 15:30:00,2020-03-09 17:00:00,"ביקור באולם האבירים, בעכו"
88,32.0769206,34.7815956,2020-03-09 15:30:00,2020-03-09 16:30:00,"בית קפה נונה רח' אבן גבירול 44, ת""א"
89,31.06055,35.01982,2020-03-09 16:00:00,2020-03-09 16:10:00,בית מרקחת בסופרפארם בקניון דימונה
90,32.1616778,34.7953764,2020-03-09 16:15:00,2020-03-09 21:00:00,"בית קפה ""קפה קפה"", רחוב יורדי ים 1, הרצליה"
91,32.0793413,34.8388897,2020-03-09 17:00:00,2020-03-09 19:30:00,"בית הכנסת המרכזי ""חסידי ויז'ניץ'"", רחוב שלמה המלך 18, בני ברק"
92,32.342406,34.912319,2020-03-09 17:00:00,2020-03-09 19:00:00,מכללת רופין
93,32.03719,34.89205,2020-03-09 17:00:00,2020-03-09 19:30:00,"בית כנסת ""אור לשבים"" יהוד"
94,31.75388,35.16567,2020-03-09 17:00:00,2020-03-09 18:00:00,"בית הכנסת ""שירת גנים"" רחוב הסביון 9 ירושלים"
95,32.3806337,34.8748283,2020-03-09 17:10:00,2020-03-09 17:24:00,"מכולת פוליצר, כפר ויתקין"
96,31.762021,35.1877545,2020-03-09 17:15:00,2020-03-09 17:50:00,"בית הכנסת ""מנוחת שלמה"" רחוב קאסוטו 14 בית וגן ירושלים"
97,31.9053117,34.9953755,2020-03-09 17:20:00,2020-03-09 17:40:00,"בית כנסת ""משכן שלמה"", רחוב ענבר 17, מודיעין"
98,31.781123,35.219613,2020-03-09 17:20:00,2020-03-09 17:35:00,בנק מסד רחוב שמאי 16 ירושלים
99,31.7650471,35.1911197,2020-03-09 17:30:00,2020-03-09 19:30:00,"מכון לב בגבעת מרדכי, ירושלים"
100,31.7624682,35.1869875,2020-03-09 17:30:00,2020-03-09 17:50:00,"בית הכנסת מנוחת שלמה, רחוב קאסוטו 14, ירושלים"
101,32.28456983,35.1254167,2020-03-09 17:45:00,2020-03-09 19:30:00," בית כנסת ספרדי, עזרת נשים,  ענב"
102,32.0902153,34.8327849,2020-03-09 18:00:00,2020-03-09 19:30:00,"בית הכנסת תפארת נחמן (אולם קטן), רחוב אבן שפרוט 2, בני ברק"
103,31.68029,35.16417,2020-03-09 18:00:00,2020-03-09 19:00:00,בית הכנסת המרכזי בשכונת תמר באפרת
104,31.68029571,35.16416584,2020-03-09 18:00:00,2020-03-09 20:00:00,בית כנסת שכונת תמר אפרת
105,32.0760735,34.8385763,2020-03-09 18:00:00,2020-03-09 19:00:00,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים
106,31.9036971,34.9946079,2020-03-09 18:00:00,2020-03-09 19:00:00,"בית הכנסת ""חושן"", רחוב בדולח 12, מודיעין"
107,31.7856547,35.2250446,2020-03-12 18:00:00,2020-03-12 18:15:00,"ישיבת ""תולדות אהרון"", ירושלים"
108,32.02427,34.8623,2020-03-09 18:00:00,2020-03-09 19:30:00,בית הכנסת אוהל אבנר ברחוב דגניה 40 באור יהודה
109,32.02427,34.8623,2020-03-09 18:00:00,2020-03-09 19:30:00,בית הכנסת אוהל אבנר ברחוב דגניה 40 באור יהודה
110,32.80663,34.98757,2020-03-09 18:00:00,2020-03-09 19:00:00,"קבלת חדרים בלובי מלון דן פנורמה,חיפה"
111,32.0855614,34.83628423,2020-03-09 18:00:00,2020-03-09 20:00:00,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק"
112,32.0855614,34.83628423,2020-03-09 18:00:00,2020-03-09 20:00:00,"בית הכנסת ""אור החיים"" ברחוב רבי עקיבא 134, בני ברק"
113,31.8035901,35.1032978,2020-03-09 18:15:00,2020-03-09 19:15:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
114,31.8035901,35.1032978,2020-03-09 18:15:00,2020-03-09 19:15:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
115,31.8035901,35.1032978,2020-03-09 18:15:00,2020-03-09 19:15:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
116,31.8035901,35.1032978,2020-03-09 18:15:00,2020-03-09 19:15:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
117,31.8035901,35.1032978,2020-03-09 18:15:00,2020-03-09 19:15:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
118,31.8035901,35.1032978,2020-03-09 18:15:00,2020-03-09 19:15:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
119,31.8995812,35.0088323,2020-03-09 18:15:00,2020-03-09 18:45:00,קניון עזריאלי מודיעין חנות קולומביה
120,31.751716,35.187333,2020-03-09 18:30:00,2020-03-09 20:30:00,קניון מלחה בירושלים
121,31.9032971,35.0019175,2020-03-09 18:30:00,2020-03-09 19:30:00,"בית הספר אמי""ת בנות, רח' עמק זבולון מודיעין"
122,31.7299507,34.7394107,2020-03-09 18:30:00,2020-03-09 19:30:00,בית כנסת חבסוב קריית מלאכי
123,31.9147222,35.0163889,2020-03-09 18:45:00,2020-03-09 19:30:00,מסעדת גריל 443
124,32.095064,34.778684,2020-03-09 19:00:00,2020-03-09 20:00:00,"""קולנוע פאר"", רח' ישעיהו 1, תל אביב"
125,32.80663,34.98757,2020-03-09 19:00:00,2020-03-09 20:30:00,"ארוחת ערב במלון דן פנורמה, חיפה"
126,33.1307642,35.7795795,2020-03-09 19:30:00,2020-03-09 21:30:00,"מסעדת הבוקרים, קיבוץ מירום גולן, רמת הגולן"
127,32.0075853,34.7568866,2020-03-09 19:30:00,2020-03-09 21:00:00,רחוב דליה 23 בת ים
128,32.0076666,34.8069406,2020-03-09 20:00:00,2020-03-09 22:00:00,"אולמי """"סליה"""", רחוב המרכבה 40 חולון"
129,31.44097986,35.02952783,2020-03-09 20:00:00,2020-03-09 21:00:00,בית הכנסת המרכזי בעתניאל
130,32.074869,34.801753,2020-03-09 20:15:00,2020-03-09 21:00:00,"מכון הכושר Metro, רחוב עליית הנוער 27 פינת התעש 1, גבעתיים"
131,31.9078573,34.9931828,2020-03-09 20:30:00,2020-03-09 23:00:00,"אולם ספורט ""דרכי יהודה"" רח' יהלום 52 מודיעין1"
132,32.6778114,35.2417497,2020-03-09 20:30:00,2020-03-10 2:00:00,"מועדון נוער ""אור ישראלי"" מגדל העמק"
133,32.68153181,35.23781354,2020-03-09 20:30:00,2020-03-09 23:59:00,מועדון נוער אור ישראלי
134,32.68153181,35.23781354,2020-03-09 20:30:00,2020-03-09 23:59:00,מועדון נוער אור ישראלי
135,32.0811212,34.7737281,2020-03-09 20:30:00,2020-03-10 2:00:00,דיזי פרישדון רח' דיזינגוף 121 תל אביב
136,32.0094689,34.7705741,2020-03-09 20:30:00,2020-03-09 21:00:00,"בית כנסת ""אהבה ואחווה"" פנחס לבון 3 חולון"
137,31.9078573,34.9931828,2020-03-09 20:30:00,2020-03-09 23:00:00,"בית ספר ""דרכי יהודה"", רחוב יהלום 52, מודיעין"
138,32.1748965,34.8083809,2020-03-09 20:45:00,2020-03-09 21:45:00,"בית כנסת ""היכל מרדכי"", רחוב הנשיא יצחק בן צבי 134, הרצליה"
139,31.4387516,35.0292463,2020-03-09 21:00:00,2020-03-09 23:30:00,מועדון הנוער עתניאל
140,32.0570106,34.7670364,2020-03-09 21:00:00,2020-03-10 1:00:00,ב'פלורנטינה' בדרום תל אביב
141,32.0570106,34.7670364,2020-03-09 21:00:00,2020-03-09 1:00:00,ב'פלורנטינה' בדרום תל אביב
142,32.060795,34.782718,2020-03-09 21:00:00,2020-03-09 23:59:00,"אולם ""שבע"" רח' הצפירה 21, ת""א"
143,31.6197765,34.7592182,2020-03-09 21:20:00,2020-03-09 22:00:00,"בית חב""ד רובע הבנים, קרית גת"
144,31.68028852,35.16414337,2020-03-09 21:30:00,2020-03-09 23:00:00,בית הכנסת המרכזי בשכונת תמר באפרת
145,32.0760735,34.8385763,2020-03-09 21:30:00,2020-03-10 0:30:00,בית כנסת ויזניץ בני ברק  ברחוב תורת חיים
146,31.904235,34.995147,2020-03-10 22:00:00,2020-03-10 22:15:00,"פופא טבקו, רחוב האודם 23, מודיעין"
147,32.068206,34.782293,2020-03-09 23:00:00,2020-03-09 23:59:00,"מועדון Sura Mare, רחוב סעדיה גאון 24, תל אביב"
148,32.068206,34.782293,2020-03-09 23:00:00,2020-03-09 23:59:00,"מועדון ""Sura Mare"", רחוב סעדיה גאון 24, תל אביב"
149,32.068206,34.782293,2020-03-10 0:00:00,2020-03-10 3:00:00,"מועדון ""Sura Mare"", רחוב סעדיה גאון 24, תל אביב"
150,32.068206,34.782293,2020-03-10 0:00:00,2020-03-10 0:30:00,"מועדון Sura Mare, רחוב סעדיה גאון 24, תל אביב"
151,31.76236,35.17127,2020-03-10 0:00:00,2020-03-10 23:59:00,"דיור מוגן ""מגדל נופים"" רחוב הנריטה סאלד 2 ירושלים"
152,32.063224,34.772886,2020-03-10 0:00:00,2020-03-10 23:59:00,"מועדון ""זוזו"", שדרות רוטשילד 32, תל אביב"
153,32.8304939,35.0675388,2020-03-10 0:00:00,2020-03-10 20:00:00,"ישיבת חב""ד קריית שמואל"
154,32.060795,34.782718,2020-03-10 0:00:00,2020-03-10 2:00:00,"אולם ""שבע"" רח' הצפירה 21, ת""א"
155,32.68153181,35.23781354,2020-03-10 0:00:00,2020-03-10 2:00:00,מועדון נוער אור ישראלי
156,32.68153181,35.23781354,2020-03-10 0:00:00,2020-03-10 2:00:00,מועדון נוער אור ישראלי
157,32.0360309,34.7627074,2020-03-10 0:00:00,2020-03-10 23:59:00,בית חולים וולפסון
158,31.7720994,35.2126628,2020-03-10 0:00:00,2020-03-10 23:59:00,מרפאת מטודלה של קופת חולים כללית ירושלים
159,32.033613,34.884437,2020-03-10 16:30:00,2020-03-10 18:30:00,הרב שמעון וינגר ביהוד
160,32.6778114,35.2417497,2020-03-10 16:00:00,2020-03-10 21:00:00,"מועדון נוער ""אור ישראלי"" מגדל העמק"
161,32.07833982,34.83544681,2020-03-10 8:30:00,2020-03-10 9:30:00,"בית הכנסת קומרנא, דבורה הנביאה 14, בני ברק"
162,31.7830449,35.2036425,2020-03-10 3:00:00,2020-03-10 21:00:00,סינמה סיטי ירושלים בסרט 'סודות מדינה' אולם 8
163,32.1647043,34.8234783,2020-03-10 13:00:00,2020-03-10 14:30:00,"הום סנטר, רח' שבעת הכוכבים 8, הרצליה"
164,32.1647849,34.8242079,2020-03-10 11:30:00,2020-03-10 13:00:00,"סופר ויקטורי, רח' שבעת הכוכבים 8, הרצליה"
165,32.226323,35.3352446,2020-03-10 19:40:00,2020-03-10 23:00:00,בית העלמין אלון מורה
166,31.6487795,35.1158519,2020-03-10 19:40:00,2020-03-10 23:00:00,ישיבת מקור חיים כפר עציון
167,31.68029,35.16417,2020-03-10 8:00:00,2020-03-10 10:00:00,בית הכנסת המרוקאי בשכונת תמר באפרת
168,32.84267028,35.06890348,2020-03-10 0:02:00,2020-03-10 23:58:00,"חנות לבגדי נשים ""לילוש"" בקרית ים - שד' ירושלים 51"
169,32.0837492,34.8337052,2020-03-10 7:30:00,2020-03-10 9:00:00,"בית הכנסת יוצאי חברון, רח' בר אילן 7, בני ברק"
170,32.04953,34.95075,2020-03-10 5:45:00,2020-03-10 6:20:00,"בית כנסת ""משכנות נריה"", אלעד"
171,32.053904,34.9597296,2020-03-10 19:30:00,2020-03-10 20:00:00,"בית כנסת ""מאור שרגא"", אלעד"
172,31.249581,35.082868,2020-03-10 8:00:00,2020-03-10 16:00:00,"קופת חולים כללית, כסיפה א'"
173,31.2244302,34.8224416,2020-03-10 21:00:00,2020-03-10 23:00:00,"סופר דאבח, מתחם איקאה, באר שבע"
174,31.9035949,34.9947624,2020-03-10 7:20:00,2020-03-10 8:45:00,בית כנסת אבני חושן שכונת קייזר מודיעין
175,32.6778114,35.2417497,2020-03-10 17:00:00,2020-03-10 21:00:00,"מועדון נוער ""אור ישראל"" מגדל העמק"
176,32.0837492,34.8337052,2020-03-10 7:30:00,2020-03-10 9:00:00,"בית הכנסת יוצאי חברון, רח' בר אילן 7, בני ברק"
177,32.0637877,34.8616116,2020-03-10 1:00:00,2020-03-10 1:30:00,"חנות Yellow בתחנת דלק פז, דרך לוי אשכול 23 קריית אונו"
178,31.2391033,34.7927131,2020-03-10 1:00:00,2020-03-10 2:30:00,ברקה בבאר שבע
179,31.986691,34.773399,2020-03-10 1:00:00,2020-03-10 2:30:00,"מסעדת ""סוסו אנד סאן"", רח' משה לוי 10, ראשון לציון"
180,32.0520743,34.7683185,2020-03-10 2:00:00,2020-03-10 4:00:00,מסיבת PURIMAGINE דרך קיבוץ גלויות 45 תל אביב
181,32.03719,34.89205,2020-03-10 5:00:00,2020-03-10 7:00:00,"בית כנסת ""אור לשבים"" יהוד"
182,31.72199524,35.22414326,2020-03-10 5:15:00,2020-03-10 6:15:00,"בית הכנסת 'תפארת ציון ושרה', הרב מנהר 20, הר חומה, ירושלים"
183,32.1618209,34.9347458,2020-03-10 6:00:00,2020-03-10 7:00:00,"מכון כושר קרוספיט – עתיר ידע 19, בכפר סבא1"
184,32.08452,34.83942,2020-03-10 6:15:00,2020-03-10 8:15:00,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק"
185,32.08452,34.83942,2020-03-10 6:15:00,2020-03-10 8:15:00,"בית הכנסת ""נחום"" ברחוב השומר פינת היום, בני ברק"
186,31.906132,34.990973,2020-03-10 6:30:00,2020-03-10 23:00:00,"בית ספר עירוני ה', רח' אבנר חושן 57 מודיעין"
187,32.80663,34.98757,2020-03-10 6:30:00,2020-03-10 7:00:00,"ארוחת בוקר במלון דן פנורמה, חיפה"
188,32.6739629,35.2424411,2020-03-10 7:00:00,2020-03-10 2:00:00,"בית כנסת רשב""י מגדל העמק"
189,32.28490355,35.12615464,2020-03-10 7:00:00,2020-03-10 8:00:00,"בית כנסת ""אשכנזי"", עינב."
190,31.7299507,34.7394107,2020-03-10 7:00:00,2020-03-10 8:00:00,בית כנסת חבסוב קריית מלאכי
191,31.9036971,34.9946079,2020-03-10 7:00:00,2020-03-10 19:00:00,"בית הכנסת ""חושן"", רחוב בדולח 12, מודיעין"
192,32.1719498,34.8597152,2020-03-10 7:00:00,2020-03-10 8:45:00,"בית כנסת ""כתר תורה"", רחוב רחל 11, הרצליה"
193,31.7797532,35.22151501,2020-03-10 7:30:00,2020-03-10 9:00:00,"בית הכנסת 'אוהבי ירושלים' ברח' בן שטח, ירושלים"
194,32.0902153,34.8327849,2020-03-10 7:30:00,2020-03-10 9:00:00,"בית הכנסת תפארת נחמן (אולם גדול), רחוב אבן שפרוט 2, בני ברק"
195,31.802774,35.099945,2020-03-10 7:30:00,2020-03-10 8:00:00,"בית הכנסת ""קול יהודה"" בקריית יערים"
196,32.82723,34.97012,2020-03-10 8:00:00,2020-03-10 9:00:00,כנסיית מינזר סטלה מאריס חיפה.
197,33.132583,35.777071,2020-03-10 8:00:00,2020-03-10 9:00:00,חדר אוכל של קיבוץ מירום גולן
198,31.8035901,35.1032978,2020-03-10 8:00:00,2020-03-10 9:30:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
199,31.8035901,35.1032978,2020-03-10 8:00:00,2020-03-10 9:30:00,"בית הכנסת ""דרכי אבותינו"" רחוב גורדון 1 קריית יערים"
200,31.68029,35.16417,2020-03-10 8:00:00,2020-03-10 9:15:00,בית הכנסת המרכזי בשכונת תמר באפרת
201,32.6037908,35.2940938,2020-03-10 8:15:00,2020-03-10 15:00:00,בנק יהב עפולה
202,31.9915199,34.8498459,2020-03-10 8:30:00,2020-03-10 9:30:00,"בית כנסת ""בית מנחם"" כפר חב''ד"
203,31.310954,34.6126154,2020-03-10 8:40:00,2020-03-10 9:00:00,מרפאה כללית אופקים (מישור הגפן)
204,31.98545,34.85732,2020-03-10 9:00:00,2020-03-10 11:00:00,בית כנסת נחום יצחק בכפר חבד
205,32.1616778,34.7953764,2020-03-10 9:00:00,2020-03-10 20:45:00,"בית קפה ""קפה קפה"", רחוב יורדי ים 1, הרצליה"
206,31.7856547,35.2250446,2020-03-10 9:00:00,2020-03-10 9:40:00,"ישיבת ""תולדות אהרון"", ירושלים"
